签单日期,销售合同号,客户,物料名称,规格型号,物料编码,"销售
单位","销售
数量",单价,价税合计,价税合计（本位币）,销售员,备注
2025/7/31,XR43M2507061,福建圣农发展（浦城）有限公司,制冷剂,R507A,14020081,千克,300,55,"16,500.00",16500,张孝闽,
2025/7/31,XR43M2507051,福建圣农发展（浦城）有限公司,模拟量扩展模块,TM3AI4,03010286,件,6,1160,"6,960.00",6960,张孝闽,
2025/7/31,XR43M2507051,福建圣农发展（浦城）有限公司,半封闭活塞压缩机,SP4HN150E,B20601501100,台,1,14600,"14,600.00",14600,张孝闽,
2025/7/31,XR43M2507051,福建圣农发展（浦城）有限公司,SRMTEC冷冻油,S009  5L/桶,970035,升,30,75,"2,250.00",2250,张孝闽,
2025/7/31,XR43M2507051,福建圣农发展（浦城）有限公司,油过滤器,HCYF 53,01150036,件,2,250,500.00,500,张孝闽,
2025/7/31,XR43M2507051,福建圣农发展（浦城）有限公司,可编程控制器,TM241C40R,03010290,件,2,3700,"7,400.00",7400,张孝闽,
2025/8/4,XR43M2508065,福建圣农发展（浦城）有限公司,油分滤芯,XRCFET-650/810,01160013,件,4,2100,"8,400.00",8400,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,联轴器,上海海能传动GR38A-28/25,600767,件,3,800,"2,400.00",2400,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,干燥滤芯,48-DC,01160036,件,4,100,400.00,400,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,平垫圈,10.5,06120110,件,4,0,0.00,,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,弹簧垫圈,10,06130059,件,4,0,0.00,,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,小垫圈,10,06120111,件,4,0,0.00,,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,六角头螺栓,M10×30,06030505,件,4,0,0.00,,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,六角螺母,M10,06140139,件,12,0,0.00,,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,风扇连接螺栓,M10*105,518995,个,4,0,0.00,,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,风扇支撑架,股份：3009111061,518993,个,2,150,300.00,300,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,吸气滤芯,FRE-48W,01160025,件,4,150,600.00,600,张孝闽,
2025/8/5,XR43M2507058,福建圣农食品有限公司,轴流风机,YSWF68L35P4-360GP-300 S,01110178,件,1,1200,"1,200.00",1200,张孝闽,
2025/8/5,XR43M2508066,江西圣农食品有限公司,容量位移传感器,SN-LDS-280-Cap-R(275),680507,个,1,6000,"6,000.00",6000,张孝闽,
2025/8/5,XR43M2508066,江西圣农食品有限公司,油过滤器滤芯,XRI2-570AN,01160080,件,3,800,"2,400.00",2400,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,止回阀,NRVH 35s 直角 1-5/8,01290029,件,1,1500,"1,500.00",1500,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,油过滤器,FOK-04; ,01150614,件,1,1000,"1,000.00",1000,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,吸气滤芯,FRE-48W,01160025,件,3,150,450.00,450,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,干燥滤芯,FJ-100A,01160026,件,4,150,600.00,600,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,内径2mm热塑软管,41000100,01990424,米,1.6,100,160.00,160,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,90°弯接头,2003,01330283,件,2,20,40.00,40,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,直接头,2001,01330282,件,2,20,40.00,40,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,带锥螺纹阀,"CAV12 进口1/4""NPT外螺纹,出口1/4""SAE",01260020,件,2,40,80.00,80,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,半封闭活塞压缩机,SP6H5000,B21005001000,台,1,21760,"21,760.00",21760,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,包装箱托盘,(906*586*708),588094,个,1,100,100.00,100,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,包装箱箱体(装订式),(906*586*708),588093,个,1,200,200.00,200,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,直接头,1/8"NPT-1/4"SAE,500262,件,2,20,40.00,40,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,六角头螺栓（半牙）,M10*110,611400,个,4,5,20.00,20,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,密封垫片,,592620,个,1,10,10.00,10,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,SRMTEC冷冻油,S009 200L/桶,973145,升,4,100,400.00,400,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,垫片组件,,305168,套,1,400,400.00,400,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,衬套组,,303219,套,1,300,300.00,300,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,曲轴,D=45*56,533420,个,1,2700,"2,700.00",2700,张孝闽,
2025/8/11,XR43W2508023,圣农食品（政和）有限公司,活塞机连杆,L=113,502430,个,6,200,"1,200.00",1200,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,防尘圈,[22 Kg/m3]95*75*8,290001,个,1,40,40.00,40,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,锁紧螺母,YAN 55*1.5,615525,个,1,306,306.00,306,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,F 转子,,210138,个,1,16660,"16,660.00",16660,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,M转子(1612LS-16),Dm=162   CD=130.25   L/D=1.85,210137,个,1,18100,"18,100.00",18100,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,内六角圆柱头螺钉,M8*25,611220,件,12,1,12.00,12,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,油管盖板,,210283,个,3,160,480.00,480,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,内六角圆柱头螺钉,M16*30,615117,件,4,4,16.00,16,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,方形接头盖,φ18x99x99,210288,个,1,236,236.00,236,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,内六角圆柱头螺钉,M16*30,615117,件,4,4,16.00,16,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,经济器盖板,,210286,个,1,175,175.00,175,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,电磁阀底座,,760450ZSH,件,1,330,330.00,330,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,电磁阀底座(带弹性销),3W 2/2 32F6250,760450,件,1,750,750.00,750,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,60°密封管螺纹内六角螺塞 NPT3/8",,615053,个,2,113,226.00,226,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,进气轴承座,,230251,个,1,8000,"8,000.00",8000,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,165*268*1.5,290016,件,1,80,80.00,80,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,141*175*1.5,290014,个,2,20,40.00,40,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,43*65*1.5,290023,个,2,4,8.00,8,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,77*109*1.5,290013,件,2,10,20.00,20,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,双三角密封环,PDD301100,692149,个,1,1000,"1,000.00",1000,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,电磁阀座垫片,,592731,件,4,5,20.00,20,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,内六角平端紧定螺钉,M8*8,615059,个,2,1,2.00,2,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,角接触球轴承,7311 BECBM 55*120*29,615001,个,5,618,"3,090.00",3090,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,角接触球轴承,7308 BECBM 40*90*23,615094,个,6,420,"2,520.00",2520,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU2308 ECML 40*90*33,615093,个,2,1000,"2,000.00",2000,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU2209 ECPH 45*85*23,615142,个,2,500,"1,000.00",1000,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU2210 ECPH 50*90*23,615134,个,1,388,388.00,388,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU2311 ECML 55*120*43,615000,个,2,1500,"3,000.00",3000,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU214 ECML 70*125*24,615139,个,1,1113,"1,113.00",1113,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,21.89*2.62,692227,个,1,18,18.00,18,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,254.3*5.7,692440,件,1,170,170.00,170,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,56*2,692077,个,4,7,28.00,28,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,284.3*5.7,692446,件,1,170,170.00,170,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,11.5*1.5,692005,个,1,5,5.00,5,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,249.3*5.7,692122,件,1,133,133.00,133,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,17.5*1.5,692231,件,2,11,22.00,22,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,97.79*5.33,692228,件,1,15,15.00,15,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,35*3,692010,个,1,4,4.00,4,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,359.3*5.7,692223,个,1,36,36.00,36,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,439.3*5.7,692225,个,1,435,435.00,435,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,79.5*2,692055,个,4,26,104.00,104,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,339.3*5.7,692002,个,2,123,246.00,246,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,13*1.5,692126,件,5,20,100.00,100,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,29.4*3.1,692230,件,4,23,92.00,92,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,49.4*3.1,692229,件,6,6,36.00,36,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,199.3*5.7,692082,件,1,83,83.00,83,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,354.3*5.7,692442,件,1,200,200.00,200,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,129.6*5.7,692263,件,1,15,15.00,15,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,卡环垫圈,,210056,个,1,80,80.00,80,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,300*200*1.5,290022,个,1,86,86.00,86,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,120*80*1.5,290021,个,2,100,200.00,200,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,43*75*1.5,290020,个,2,420,840.00,840,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,199.3*5.7,692081,件,1,45,45.00,45,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫,169*203*1.5,290010,个,2,40,80.00,80,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,419.3*5.7,692035,个,2,120,240.00,240,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,399.3*5.7,692068,个,1,180,180.00,180,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,339.3*5.7,692053,个,1,120,120.00,120,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,319.3*5.7,692036,个,1,150,150.00,150,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,259.3*5.7,692054,个,1,200,200.00,200,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,184.3*3.1,692066,个,4,29,116.00,116,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,134.4*3.1,692032,个,3,20,60.00,60,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,119.4*3.1,692056,个,3,30,90.00,90,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,113.66*5.33,692057,个,2,15,30.00,30,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,109.4*3.1,692067,个,1,22,22.00,22,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,104.4*3.1,692051,个,2,23,46.00,46,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,99.4*3.1,692058,个,1,12,12.00,12,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,79.5*2,692055,个,8,40,320.00,320,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,75.87*2.62,692033,个,1,5,5.00,5,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,56.82*2.62,692052,个,1,9,9.00,9,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,56*2,692065,个,2,10,20.00,20,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,44.04*3.53,692047,个,3,6,18.00,18,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,35*3,692044,个,2,6,12.00,12,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,12.37*2.62,692037,个,2,1,2.00,2,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,11.5*1.5,692038,个,1,10,10.00,10,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,6.07*1.63,692049,个,1,9,9.00,9,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,杆密封环,RT0200400,692019,个,3,385,"1,155.00",1155,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,双三角密封环,PDD301250,692018,个,2,1500,"3,000.00",3000,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,角接触球轴承,7311 BECBM 55*120*29,615001,个,11,1100,"12,100.00",12100,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU2311 ECML 55*120*43,615000,个,4,2250,"9,000.00",9000,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU2216 ECML 80*140*33,615049,个,2,2175,"4,350.00",4350,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,圆柱滚子轴承,NU2212 ECML 60*110*28,615002,个,2,1900,"3,800.00",3800,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,98.02*3.53,692106,件,1,12,12.00,12,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,O形圈,117.07*3.53,692772,件,1,12,12.00,12,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,骨架油封,100*120*12 HMS5 RG,692034SK,个,1,170,170.00,170,张孝闽,
2025/8/11,XR43W2508024,江西圣农食品有限公司,密封垫圈,6.7*10*1（爱之福）,692016,个,1,9,9.00,9,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,膨胀阀,"TEX5-1,1/2F×5/8F S/T",01170481,件,1,500,500.00,500,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,干燥滤芯,48-DC,01160036,件,3,100,300.00,300,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,油过滤器,HCYF 53,01150036,件,2,300,600.00,600,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,吸气滤芯,FRE-48W,01160025,件,2,150,300.00,300,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,螺旋冰刀,F100(∮105×1030),3516080026,件,1,10373,"10,373.00",10373,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,油封,FB040065(40×65×8),07010019,件,2,0,0.00,,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,轴用弹性挡圈,24,02100078,件,2,0,0.00,,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,下轴销(S),F60S(2018V1.0),3516030022,件,1,0,0.00,,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,上轴销(S),F60S(2018V1.0),3516030021,件,1,900,900.00,900,张孝闽,
2025/8/12,XR43W2508025,福建圣农食品有限公司,双列角接触轴承,3305S-2Z(24×62×25.4),02090537,件,2,0,0.00,,张孝闽,
2025/8/12,XR43W2508026,福建圣农食品有限公司,无缝管,φ108×4; ,08040139,千克,71.813,7.9999443,574.50,574.5,张孝闽,
2025/8/12,XR43W2508026,福建圣农食品有限公司,镀锌等边角钢,∠50×5,08080104,千克,22.62,8,180.96,180.96,张孝闽,
2025/8/12,XR43W2508026,福建圣农食品有限公司,等径三通,CF415-φ108×4-20 TS,06180059,件,1,80,80.00,80,张孝闽,
2025/8/12,XR43M2508068,福建圣农食品有限公司,制冷剂,"R22(大瓶800KG/瓶,小瓶22.7KG/瓶)",14020053,千克,227,44.05286344,"10,000.00",10000,张孝闽,
2025/8/12,XR43M2508069,福建圣农食品有限公司,制冷剂,"R22(大瓶800KG/瓶,小瓶22.7KG/瓶)",14020053,千克,45.4,44.05286344,"2,000.00",2000,张孝闽,
2025/8/12,XR43M2508067,福建圣农食品有限公司,SRMTEC冷冻油,S008 5L/桶,971148,升,10,50,500.00,500,张孝闽,
2025/8/12,XR43M2508070,甘肃圣越农牧发展有限公司,温度传感器,"902050/10-380-1001-2-6-50-118-03-2000/317,858,999",03050126,件,3,300,900.00,900,张孝闽,
2025/8/12,XR43M2508071,江西圣农食品有限公司,SRMTEC冷冻油,S022 208L/桶,600679,升,208,103.8461538,"21,600.00",21600,张孝闽,
2025/8/14,XR43M2508073,福建圣农发展（浦城）有限公司,油分滤芯,XRCFET-650/810;XRCFET-650/810,01160013,件,7,2100,"14,700.00",14700,张孝闽,
2025/8/14,XR43M2508072,福建圣农食品有限公司,螺旋冰刀,F100(∮105×1030),3516080026,件,1,10373,"10,373.00",10373,张孝闽,
2025/8/20,XR43W2508027,金溪冰缘食品有限公司,包装箱,,586996,件,1,455,455.00,455,张孝闽,
2025/8/20,XR43W2508027,金溪冰缘食品有限公司,SRMTEC冷冻油,S002 20L/桶,971126,升,160,110.3,"17,648.00",17648,张孝闽,
2025/8/20,XR43W2508027,金溪冰缘食品有限公司,截止阀,D=67-79,503050,件,1,2000,"2,000.00",2000,张孝闽,
2025/8/20,XR43W2508027,金溪冰缘食品有限公司,阳转子吸气端衬套,,519353,件,1,500,500.00,500,张孝闽,
2025/8/20,XR43W2508027,金溪冰缘食品有限公司,轴承组,,303367,套,1,4731,"4,731.00",4731,张孝闽,
2025/8/20,XR43W2508027,金溪冰缘食品有限公司,密封垫组,,303181SW,套,1,841,841.00,841,张孝闽,
2025/8/20,XR43W2508027,金溪冰缘食品有限公司,托盘,,586995,件,1,325,325.00,325,张孝闽,
2025/9/5,XR43M2509074,福建信禧诺机电设备贸易有限公司,油泵,HJ4195,01020613,件,1,12500,"12,500.00",12500,张孝闽,
2025/9/15,XR43M2509075,福建圣农发展（浦城）有限公司,二位四通换向阀,YSF32L01-RK,01140164,件,2,2500,"5,000.00",5000,张孝闽,
2025/9/17,XR43M2509076,福建圣农食品有限公司,截止止回阀,VCT80-D-cap,01290057,件,1,1000,"1,000.00",1000,张孝闽,
2025/9/19,XR43M2509077,福建圣农食品（浦城）有限公司,上轴销(S),F150S,3516030064,件,1,145,145.00,145,张孝闽,
2025/9/19,XR43M2509077,福建圣农食品（浦城）有限公司,油封,FB040065(40×65×8),07010019,件,2,15,30.00,30,张孝闽,
2025/9/19,XR43M2509077,福建圣农食品（浦城）有限公司,下轴销(S),F150S,3516030065,件,1,145,145.00,145,张孝闽,
2025/9/19,XR43M2509077,福建圣农食品（浦城）有限公司,轴用弹性挡圈,29,02100079,件,2,15,30.00,30,张孝闽,
2025/9/19,XR43M2509077,福建圣农食品（浦城）有限公司,双列角接触轴承,3306S-2Z(29×72×30.2),02090538,件,2,275,550.00,550,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,蒸发式冷凝器,SECE2700-Z,3022011710,件,1,190000,"190,000.00",190000,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,电缆线,"ZRYJV 4×6,3+PE(黄+绿+红+黄绿)",03240880,米,465,22,"10,230.00",10230,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,蒸发式冷凝器,SECE2700,3022012134,件,2,190000,"380,000.00",380000,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,电缆线,YJV3×10+1×6.0(黄+绿+红+黄绿),03320052,米,30,35,"1,050.00",1050,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,蒸发冷控制柜,ZFAC ,80210308,套,1,15600,"15,600.00",15600,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,无缝管,φ25×2.5,08040022,千克,24.96600012,8.65176636,216.00,216,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,无缝管,φ133×4.5,08040151,千克,427.8299992,5.25909825,"2,250.00",2250,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,无缝管,φ159×5,08040239,千克,341.8019839,5.00289665,"1,710.00",1710,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,180°长半径弯头,CF415-DN20Ⅱ-2.5-20 180EL,06160084,个,3,100,300.00,300,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,180°短半径弯头,CF415-DN100Ⅱ-4-20 180ES,06160404,件,3,200,600.00,600,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,90°长半径弯头,CF415-DN20Ⅱ-2.5-20 90EL,06160048,件,6,10,60.00,60,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,90°长半径弯头,CF415-100Ⅱ-4.0-20 90EL,06160247,件,6,100,600.00,600,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,90°长半径弯头,CF415-DN125Ⅱ-4.5-20 90EL,06160334,件,3,120,360.00,360,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,90°长半径弯头,CF415-150Ⅱ-5.0-20 90EL,06160031,件,3,150,450.00,450,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,等径三通,CF415-φ25×2.5-20 TS,06180048,件,3,150,450.00,450,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,等径三通,CF415-φ133×4.5-20 TS,06180109,件,3,170,510.00,510,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,等径三通,CF415-φ159×5-20 TS,06180112,件,3,200,600.00,600,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,安全阀,BA-42B25C DN20,01301254,套,3,300,900.00,900,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,直通表阀,RVY10-MPT1/2-M20×1.5,01271237,件,3,150,450.00,450,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,压力表,"YAN-B100,-0.1-2.4Mpa;1/2"" NPT ",01341194,件,3,150,450.00,450,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,截止阀,STC 20 M ANG-handwheel,01270219,件,6,200,"1,200.00",1200,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,截止阀,STC 20 M STR-handwheel,01270228,件,3,200,600.00,600,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,截止阀,RVY150-D-handwheel,01271980,套,3,2000,"6,000.00",6000,张孝闽,
2025/9/30,XR43W2509028,圣农发展（政和）有限公司,蒸发式冷凝器,SECE2700(标配）,3022011589,件,0,#DIV/0!,0.00,,张孝闽,
2025/10/9,XR43M2509078,福建圣农食品有限公司,SRMTEC冷冻油,S008 5L/桶,971148,升,15,50,750.00,750,张孝闽,
2025/10/10,XR43M2510079,福建圣农发展（浦城）有限公司,扫冰板2,900×90×100,3001160259,件,1,1400,"1,400.00",1400,张孝闽,
2025/10/10,XR43M2510079,福建圣农发展（浦城）有限公司,扫冰板4,710×90×100,3001160261,件,1,1200,"1,200.00",1200,张孝闽,
2025/10/10,XR43M2510079,福建圣农发展（浦城）有限公司,扫冰板1,980×90×100,3001160258,件,1,1500,"1,500.00",1500,张孝闽,
2025/10/10,XR43M2510079,福建圣农发展（浦城）有限公司,扫冰板3,830×90×100,3001160260,件,1,1300,"1,300.00",1300,张孝闽,
2025/10/13,XR43W2510030,圣农发展（政和）有限公司,轴封,GA-151300,600502JC,个,1,26780,"26,780.00",26780,张孝闽,
2025/10/13,XR43W2510030,圣农发展（政和）有限公司,O形圈,117.07*3.53,692772,件,1,10,10.00,10,张孝闽,
2025/10/13,XR43W2510030,圣农发展（政和）有限公司,O形圈,98.02*3.53,692106,件,2,5,10.00,10,张孝闽,
2025/10/13,XR43W2510030,圣农发展（政和）有限公司,O形圈,174.3*3.1,692111,件,2,100,200.00,200,张孝闽,
2025/10/14,XR43W2510029,圣农发展（政和）有限公司,截止阀,STC 80 M STR-handwheel,01270226,件,4,1200,"4,800.00",4800,张孝闽,
2025/10/15,XR43M2510081,福建圣农食品有限公司,冷风机出风滤网,735×735×300,3028075440,件,3,1100,"3,300.00",3300,张孝闽,
2025/10/17,XR43M2510080,福建圣农食品有限公司,主轴承（低段M）(MYCOM配件),CS02700-1612C3,01020755,个,1,3380,"3,380.00",3380,张孝闽,
2025/10/17,XR43M2510080,福建圣农食品有限公司,角接触轴承,7313 BECBP,615673,件,2,3200,"6,400.00",6400,张孝闽,
2025/10/17,XR43M2510080,福建圣农食品有限公司,高段侧轴承(MYCOM配件),CS02800-125,01020758,个,2,1820,"3,640.00",3640,张孝闽,
2025/10/17,XR43M2510080,福建圣农食品有限公司,高段主轴承(MYCOM配件),CS02700-125,01020757,个,2,1875,"3,750.00",3750,张孝闽,
2025/10/20,XR43W2510032,圣农发展（政和）有限公司,O形圈,94.84*3.53,692770,件,1,13.5,13.50,13.5,张孝闽,
2025/10/20,XR43W2510032,圣农发展（政和）有限公司,油分滤芯,XRCFET-650/810;XRCFET-650/810,01160013,件,3,2124,"6,372.00",6372,张孝闽,
2025/10/20,XR43W2510032,圣农发展（政和）有限公司,吸气滤芯,XRALZP9-820S,01160097,件,1,2000,"2,000.00",2000,张孝闽,
2025/10/20,XR43W2510032,圣农发展（政和）有限公司,吸气滤芯,XRALZP9-440S,01160095,件,1,1000,"1,000.00",1000,张孝闽,
